Task Report     Date: 11/10/2022 19:59:25
"Task: A. Inventories Satellite    Description: Runs all Annual SUT Balanced CORD tasks from stages 00 to 13    Is Parallel: N"
Statistical Activity: Unbalanced Inventories    Mode: INT23

Order,Level,Name,Description,Parent Task,Kind,Exclude,Parallel,Line Run,Dataset,Status,Start Date,End Date,Object Type,Object Details,Selection Criteria,Dimension Mappings
233,2,"      06.102 Copy VPIL_C DEF data","Copy VPIL_C, DEF, M, Asset AN.12, AN.121, All Ind, Product Bot Level data from Data Preparation",231,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Product = group Bottom level} {Asset = AN.12, AN.121} {Measure = 'DEF'} {Source = 'DEF'} {Periodicity = 'M'} {Adjustment Basis = RA}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{VPIL_C-> (Unmapped) Measure}{DEF-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
234,2,"      06.103 Copy VPIL CP data","Copy VPIL, CP, Q, All Assets and Industries, Product Bottom Level data from Product Matrix",231,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 05.00 Product Matrix}{status = Work in progress}}"," {Industry = *} {Asset = group All Assets} {Product = group Bottom level} {Measure = 'VPIL'} {Prices = 'CP'} {Adjustment Basis = 'R3.2'} {Periodicity = 'Q'}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
235,1,"   06.20 VPIL_C Deflators","Calculate Quarterly VPIL_C DEFs",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate Quarterly VPIL_C DEFs}{isparallel = N}","n/a","n/a"
236,2,"      Dummy Parallel Task 236",235,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
237,3,"         06.201 Agg DEF to Q AN.12","Aggregate (average) VPIL_C, DEF, AN.12, M to Q for All Industries, Product Bottom level",236,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = round(aggregate (M,Q, Average),2)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.12} {Measure = 'VPIL_C'} {Prices = 'DEF'} {Product = group Bottom level}","n/a"
238,3,"         06.202 Agg DEF to Q AN.121","Aggregate (average) VPIL_C, DEF, AN.121, M to Q for All Industries, Product Bottom level",236,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = round(aggregate (M,Q, Average),2)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.121} {Measure = 'VPIL_C'} {Prices = 'DEF'} {Product = group Bottom level}","n/a"
239,3,"         06.203 Agg DEF to Q AN.122","Aggregate (average) VPIL_C, DEF, AN.122, M to Q for All Industries, Product Bottom level",236,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = round(aggregate (M,Q, Average),2)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.122} {Measure = 'VPIL_C'} {Prices = 'DEF'} {Product = group Bottom level}","n/a"
240,3,"         06.204 Agg DEF to Q AN.123","Aggregate (average) VPIL_C, DEF, AN.123, M to Q for All Industries, Product Bottom level",236,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = round(aggregate (M,Q, Average),2)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.123} {Measure = 'VPIL_C'} {Prices = 'DEF'} {Product = group Bottom level}","n/a"
241,3,"         06.205 Agg DEF to Q AN.124","Aggregate (average) VPIL_C, DEF, AN.124, M to Q for All Industries, Product Bottom level",236,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = round(aggregate (M,Q, Average),2)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.124} {Measure = 'VPIL_C'} {Prices = 'DEF'} {Product = group Bottom level}","n/a"
242,3,"         06.206 Agg DEF to Q AN.125","Aggregate (average) VPIL_C, DEF, AN.125, M to Q for All Industries, Product Bottom level",236,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = round(aggregate (M,Q, Average),2)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.125} {Measure = 'VPIL_C'} {Prices = 'DEF'} {Product = group Bottom level}","n/a"
243,1,"   06.30 VPIL_C/O CP and VM.in","Calculate VPIL_C and VPIL_O CP, VM.in, CP.qtr4 and VM.in.qtr4",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate VPIL_C and VPIL_O CP, VM.in, CP.qtr4 and VM.in.qtr4}{isparallel = N}","n/a","n/a"
244,2,"      06.31 VPIL_C and VPIL_O CP","Calculate and aggregate VPIL_C and VPIL_O, CP, Quarterly data",243,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate and aggregate VPIL_C and VPIL_O, CP, Quarterly data}{isparallel = N}","n/a","n/a"
245,3,"         06.311 Calc VPIL_C CP Q","Shape (extend) VPIL, CP, Q to create VPIL_C for Asset, Industry and Product Bottom level",244,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q} {Measure = VPIL_C}}{formula = shape(Q:VPIL,$VPILstartqtr, $endqtr, extend)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Prices = 'CP'} {Product = group Bottom level}","n/a"
246,3,"         06.312 Calc VPIL_O CP Q","Shape (zero) VPIL_C DEF Q Growth * lag VPIL_C CP for Asset, Industry and Product Bottom level",244,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIL_O} {Prices = CP}}{formula = round(SHAPE((VPIL_C:DEF / lag (VPIL_C:DEF,1) * lag(VPIL_C:CP,1)),1997Q1,$endqtr,zero),0)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
247,3,"         06.313 Agg VPIL_C/O to TOTAL","Aggregate VPIL_C and VPIL_O, CP, Q up Industry hierarchy to TOTAL for Asset and Product Bottom Level",244,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = group Bottom level} {Measure = VPIL_O,VPIL_C} {Prices = CP} {Periodicity = Q} {Product = group Bottom level}","n/a"
248,3,"         06.314 Agg VPIL_C/O to TOTAL","Aggregate VPIL_C and VPIL_O, CP, Q up Product hierarchy to TOTAL for Asset Bot Level, All Industries",244,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Product}{top level specification = TOTAL}"," {Industry = *} {Asset = group Bottom level} {Measure = 'VPIL_O','VPIL_C'} {Prices = 'CP'} {Periodicity = 'Q'}","n/a"
249,3,"         06.315 Agg VPIL_C/O to AN.12","Aggregate VPIL_C and VPIL_O, CP, Q up Asset hierarchy to AN.12 for All Industries and Products",244,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = *} {Measure = 'VPIL_O','VPIL_C'} {Prices = CP} {Periodicity = Q} {Product = *}","n/a"
250,2,"      06.32 VPIL and VPIL_O CP.qtr4","Calculate VPIL and VPIL_O, CP.qtr4, Quarterly data as equal to CP, Annual data",243,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate VPIL and VPIL_O, CP.qtr4, Quarterly data as equal to CP, Annual data}{isparallel = N}","n/a","n/a"
251,3,"         06.321 Agg VPIL CP Q to A","Aggregate (end) VPIL, CP, AN.12, Q to A for Industry TOTAL, Product Bottom level",250,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = Aggregate (Q,A,end)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL'} {Prices = 'CP'} {Product = group Bottom level}","n/a"
252,3,"         06.322 Calc VPIL CP.qtr4 A","Calculate VPIL, CP.qtr4, AN.12, A as equal to CP for Industry TOTAL, Product Bottom level",250,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL'} {Prices = 'CP'} {Periodicity = 'A'} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{CP.qtr4-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
253,3,"         06.323 Spread VPIL CP.qtr4","Spread (end) VPIL, CP.qtr4, AN.12, A to Q for Industry TOTAL, Product Bottom level",250,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = spread(A,Q,end,$endqtr)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL'} {Prices = 'CP.qtr4'} {Product = group Bottom level}","n/a"
254,3,"         06.324 Agg VPIL_O CP Q to A","Aggregate (end) VPIL_O, CP, AN.12, Q to A for Industry TOTAL, Product Bottom level",250,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,end)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_O'} {Prices = 'CP'} {Product = group Bottom level}","n/a"
255,3,"         06.325 Calc VPIL_O CP.qtr4 A","Calculate VPIL_O, CP.qtr4, AN.12, A as equal to CP for Industry TOTAL, Product Bottom level",250,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_O'} {Prices = 'CP'} {Periodicity = 'A'} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{CP.qtr4-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
256,3,"         06.326 Spread VPIL_O CP.qtr4","Spread (end) VPIL_O, CP.qtr4, AN.12, A to Q for Industry TOTAL, Product Bottom level",250,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = Spread(A,Q,end,$endqtr)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_O'} {Prices = 'CP.qtr4'} {Product = group Bottom level}","n/a"
257,2,"      06.33 VPIL_C VM and VM.in","Calculate VPIL_C, VM.in and VM.in.qtr4, Quarterly and Annual data",243,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate VPIL_C, VM.in and VM.in.qtr4, Quarterly and Annual data}{isparallel = N}","n/a","n/a"
258,3,"         06.331 Calc VPIL_C VM.in AN.12","Calculate VPIL_C, VM.in, Q, AN.12 via deflation for Industry TOTAL, Product Bottom level",257,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = VM.in} {Measure = VPIL_C}}{formula = conround(deflate(CP:VPIL,DEF:VPIL_C,$LBY),0)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
259,3,"         06.332 Agg VPIL_C VM.in Q to A","Aggregate (end) VPIL_C, VM.in, AN.12, Q to A for Industry TOTAL, Product Bottom level",257,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = Aggregate (Q,A,end)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_C'} {Prices = 'VM.in'} {Product = group Bottom level}","n/a"
260,3,"         06.333 Calc VPIL_C VM.in.qtr4 A","Calculate VPIL_C, VM.in.qtr4, AN.12, A as equal to VM.in for Industry TOTAL, Product Bottom level",257,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL} {Asset = AN.12} {Measure = VPIL_C} {Prices = VM.in} {Periodicity = A} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{VM.in.qtr4-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
261,3,"         06.334 Spread VPIL_C VM.in.qtr4","Spread (end) VPIL_C, VM.in.qtr4, AN.12, A to Q for Industry TOTAL, Product Bottom level",257,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = spread(A,Q,end,$endqtr)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_C'} {Prices = 'VM.in.qtr4'} {Product = group Bottom level}","n/a"
262,2,"      06.34 VPIL_O VM and VM.in","Calculate VPIL_O, VM.in and VM.in.qtr4, Quarterly and Annual data",243,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate VPIL_O, VM.in and VM.in.qtr4, Quarterly and Annual data}{isparallel = N}","n/a","n/a"
263,3,"         06.341 Calc VPIL_O VM.in AN.12","Calculate VPIL_O, VM.in, Q, AN.12 via deflation for Industry TOTAL, Product Bottom level",262,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = VM.in} {Measure = VPIL_O}}{formula = conround(deflate(CP:VPIL_O,DEF:VPIL_C,$refyrQ4),0)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
264,3,"         06.342 Agg VPIL_O VM.in Q to A","Aggregate (end) VPIL_O, VM.in, AN.12, Q to A for Industry TOTAL, Product Bottom level",262,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,end)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_O'} {Prices = 'VM.in'} {Product = group Bottom level}","n/a"
265,3,"         06.343 Calc VPIL_O VM.in.qtr4 A","Calculate VPIL_O, VM.in.qtr4, AN.12, A as equal to VM.in for Industry TOTAL, Product Bottom level",262,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = VPIL_O} {Prices = 'VM.in'} {Periodicity = A} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{VM.in.qtr4-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
266,3,"         06.344 Spread VPIL_O VM.in.qtr4","Spread (end) VPIL_O, VM.in.qtr4, AN.12, A to Q for Industry TOTAL, Product Bottom level",262,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = Q}}{formula = Spread(A,Q,end,$endqtr)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_O'} {Prices = 'VM.in.qtr4'} {Product = group Bottom level}","n/a"
267,1,"   06.40 VPIL, CYP & PYP","Calculate VPIL_C and VPIL_O, CYP and PYP, then prorate and aggregate to get all required data",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate VPIL_C and VPIL_O, CYP and PYP, then prorate and aggregate to get all required data}{isparallel = N}","n/a","n/a"
268,2,"      06.41 Calc VPIL_C CYP & PYP","Calculate VPIL_C CYP & PYP essentially as Current Q VM.in / A VM.in (-1 year for PYP) * A CP",267,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate VPIL_C CYP & PYP essentially as Current Q VM.in / A VM.in (-1 year for PYP) * A CP}{isparallel = N}","n/a","n/a"
269,3,"         06.411 Calc VPIL_C CYP to LBY","Calculate VPIL_C, Q, CYP to LBY as VM.in/VM.in.qtr4*CP.qtr4 for AN.12, Industry TOTAL, Prod Bot lev",268,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", ,$refyrQ4,FORMULA,"{items to calculate {Prices = CYP} {Measure = VPIL_C}}{formula = round(VM.in:VPIL_C / VM.in.qtr4:VPIL_C * CP.qtr4:VPIL,$round)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
270,3,"         06.412 Calc VPIL_C CYP post LBY","Calculate VPIL_C, Q, CYP post LBY as Shape (zero) VM.in for AN.12, Industry TOTAL, Prod Bot lev",268,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress",$fpbqtr, ,FORMULA,"{items to calculate {Prices = CYP}}{formula = SHAPE(VM.in,1997Q2,$endqtr,zero)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
271,3,"         06.413 Calc VPIL_C PYP to LBY","Calculate VPIL_C, Q, PYP to LBY as VM.in/VM.in.qtr4(-1)*CP.qtr4(-1) for AN.12, Ind TOT, Prod Bot lev",268,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", ,$refyrQ4,FORMULA,"{items to calculate {Prices = PYP} {Measure = VPIL_C}}{formula = round(shape(VM.in:VPIL_C / lag(VM.in.qtr4:VPIL_C,4) * lag(CP.qtr4:VPIL,4),1996Q4,$refyrQ4,extend), $round)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
272,3,"         06.414 Calc VPIL_C PYP post LBY","Calculate VPIL_C, Q, PYP post LBY as Shape (zero) VM.in for AN.12, Industry TOTAL, Prod Bot lev",268,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress",$fpbqtr, ,FORMULA,"{items to calculate {Prices = PYP}}{formula = SHAPE(VM.in,1997Q2,$endqtr,zero)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
273,2,"      06.42 Calc VPIL_O CYP & PYP","Calculate VPIL_O CYP & PYP essentially as Current Q VM.in / A VM.in (-1 year for PYP) * A CP",267,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate VPIL_O CYP & PYP essentially as Current Q VM.in / A VM.in (-1 year for PYP) * A CP}{isparallel = N}","n/a","n/a"
274,3,"         06.421 Calc VPIL_O CYP","Calculate VPIL_O, Q, CYP as VM.in/VM.in.qtr4*CP.qtr4 for AN.12, Industry TOTAL, Product Bottom level",273,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = CYP} {Measure = VPIL_O}}{formula = round(VM.in:VPIL_O/VM.in.qtr4:VPIL_O*CP.qtr4:VPIL_O,$round)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
275,3,"         06.422 Calc VPIL_O PYP","Calculate VPIL_O, Q, PYP as VM.in/VM.in.qtr4(-1)*CP.qtr4(-1) for AN.12, Ind TOTAL, Product Bot level",273,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = PYP} {Measure = VPIL_O}}{formula = round(shape(VM.in:VPIL_O/lag(VM.in.qtr4:VPIL_O,4)*lag(CP.qtr4:VPIL_O,4),1996Q4,$endqtr,extend),$round)}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
276,2,"      06.401 Prorate CYP down Industry","Prorate VPIL_C and VPIL_O, CYP, Q, AN.12 down Industry from TOTAL using CP for Prod Bottom level",267,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,PRORATE,"{measure dimension = Prices}{hierarchy dimension = Industry}{prorate item = CYP}{pattern item = CP}{top level specification = TOTAL}"," {Asset = 'AN.12'} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
277,2,"      06.402 Prorate PYP down Industry","Prorate VPIL_C and VPIL_O, PYP, Q, AN.12 down Industry from TOTAL using CP for Prod Bottom level",267,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,PRORATE,"{measure dimension = Prices}{hierarchy dimension = Industry}{prorate item = PYP}{pattern item = CP}{top level specification = TOTAL}"," {Asset = AN.12} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
278,2,"      06.403 Prorate CYP down Asset","Prorate VPIL_C and VPIL_O, CYP, Q down Asset from AN.12 using CP for Various Ind, Prod Bottom level",267,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,PRORATE,"{measure dimension = Prices}{hierarchy dimension = Asset}{prorate item = CYP}{pattern item = CP}{top level specification = AN.12}"," {Industry = group Bottom level,group Published Series} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
279,2,"      06.404 Prorate PYP down Asset","Prorate VPIL_C and VPIL_O, PYP, Q down Asset from AN.12 using CP for Various Ind, Prod Bottom level",267,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,PRORATE,"{measure dimension = Prices}{hierarchy dimension = Asset}{prorate item = PYP}{pattern item = CP}{top level specification = AN.12}"," {Industry = group Bottom level,group Published Series} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level}","n/a"
280,2,"      06.405 Agg CYP to TOTAL","Aggregate VPIL_C and VPIL_O, CYP, Q up Product hierarchy to TOTAL for all Assets and Industries",267,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Product}{top level specification = TOTAL}"," {Industry = group Bottom level,group Published Series} {Asset = group All Assets} {Measure = 'VPIL_O','VPIL_C'} {Prices = 'CYP'} {Periodicity = 'Q'}","n/a"
281,2,"      06.406 Agg PYP to TOTAL","Aggregate VPIL_C and VPIL_O, PYP, Q up Product hierarchy to TOTAL for all Assets and Industries",267,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Product}{top level specification = TOTAL}"," {Industry = group Bottom level,group Published Series} {Asset = group All Assets} {Measure = 'VPIL_O','VPIL_C'} {Prices = 'PYP'} {Periodicity = 'Q'}","n/a"
282,2,"      06.407 Agg CYP to TOTAL","Aggregate VPIL_C and VPIL_O, CYP, Q up Industry hierarchy to TOTAL for Asset Bot lev & Product TOTAL",267,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = 'AN.121','AN.122','AN.123','AN.124','AN.125'} {Measure = 'VPIL_O','VPIL_C'} {Prices = 'CYP'} {Periodicity = 'Q'} {Product = 'TOTAL'}","n/a"
283,2,"      06.408 Agg PYP to TOTAL","Aggregate VPIL_C and VPIL_O, PYP, Q up Industry hierarchy to TOTAL for Asset Bot lev & Product TOTAL",267,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = 'AN.121','AN.122','AN.123','AN.124','AN.125'} {Measure = 'VPIL_O','VPIL_C'} {Prices = 'PYP'} {Periodicity = 'Q'} {Product = 'TOTAL'}","n/a"
284,1,"   06.50 VPIL_C and VPIL_O CVM","Chainlink to produce VPIL_C and VPIL_O CVMs",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Chainlink to produce VPIL_C and VPIL_O CVMs}{isparallel = N}","n/a","n/a"
285,2,"      Dummy Parallel Task 285",284,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
286,3,"         06.501 Calc VPIL CVM AN.12","Chainlink to create VPIL_C and VPIL_O, Q, AN.12, CVM for Published Industries and Prod TOT, Bot lev",285,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = CVM}}{formula = conround(chaincd(PYP,CYP,$LBY),0)}"," {Industry = 'TOTAL',group Published Series} {Asset = AN.12} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
287,3,"         06.502 Calc VPIL CVM AN.121","Chainlink to create VPIL_C and VPIL_O, Q, AN.121, CVM for Published Industries and Prod TOT, Bot lev",285,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = CVM}}{formula = conround(chaincd(PYP,CYP,$LBY),0)}"," {Industry = 'TOTAL',group Published Series} {Asset = AN.121} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
288,3,"         06.503 Calc VPIL CVM AN.122","Chainlink to create VPIL_C and VPIL_O, Q, AN.122, CVM for Published Industries and Prod TOT, Bot lev",285,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = CVM}}{formula = conround(chaincd(PYP,CYP,$LBY),0)}"," {Industry = 'TOTAL',group Published Series} {Asset = AN.122} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
